event_id,event_link,event_name,event_tags,event_programe,date,start_time,all_day,end_time,event_description,event_location
199,https://community.ucla.edu/event/18887b90-b1a6-460c-a05e-390fc098495d,Dissertation 101,"#GraduateProfessional, #Educational, #Academic",Graduate Writing Center,2025-05-21,17:15:00,F,18:30:00,[#GraduateProfessional](https://community.ucla.edu/grad) [#Educational](https://community.ucla.edu/educational) [#Academic](https://community.ucla.edu/educational/academic),"Presenter: Marilyn Gray, Director, Graduate Writing Center This workshop will give an overview of the dissertation requirement in terms of structure, process, and role in one's career trajectory. The workshop will address the dissertation from..."
200,https://community.ucla.edu/event/3ccea152-6cfe-853b-0a23-3c3993fb44a8,Beyond Westwood: Life in LA and Orange County,,Alumni,2025-05-21,17:30:00,F,19:30:00,"You did it! You’re graduating, and you’re almost at the finish line. However, you have a new adventure ahead and are moving beyond Westwood. Learn from recent UCLA alumni and network leaders on how they made the move and what to consider as you plan...",Zoom
201,https://community.ucla.edu/event/1e445107-b437-45a4-8978-07d920ae37d0,Global Bruins Year-End Event,"#Undergraduate, #GraduateProfessional, #FacultyStaff, #Social, #Community",Dashew Center for International Students and Scholars,2025-05-21,18:00:00,F,20:00:00,"Global Bruins! The UCLA Dashew Center and UCLA Study Abroad invite you to join this special event! Whether you are an international student/scholar or have studied abroad, we would like to celebrate you, and the class of 2025! \*Register for this...",De Neve Room
202,https://community.ucla.edu/event/81f1c91e-3c4f-1b78-2759-51830126f3ec,Bruin Professionals Encino Chapter Meeting,,Alumni,2025-05-21,07:30:00,F,09:30:00,"Guest Speaker, Emma Welch will discuss how the California Community Foundation (CCF) empowers professional advisors to maximize their clients' philanthropic impact through donor-advised funds, comprehensive estate planning services, and proven...",The Pepperman Humphries Group
203,https://community.ucla.edu/event/a832aa6d-f9f0-46fe-a6e7-30624167772b,ID Spring Showcase #2: Scaffolding Research & Writing with Interactive Library Resources,"#FacultyStaff, #Educational, #Academic",Teaching and Learning Center,2025-05-22,10:00:00,F,11:00:00,[#FacultyStaff](https://community.ucla.edu/faculty-staff) [#Educational](https://community.ucla.edu/educational) [#Academic](https://community.ucla.edu/educational/academic),"Join us to explore the topic: Scaffolding Research and Writing with Interactive Library Resources Description: Members of UCLA Library’s Writing Instruction and Research Education (WI+RE) team will introduce the audiences to short, interactive..."
204,https://community.ucla.edu/event/615c6ccd-a177-4588-a544-f40882753535,Memorial Day Ceremony 2025,,Strategic Communications,2025-05-22,11:00:00,F,12:00:00,"[Strategic Communications](https://community.ucla.edu/program/strategic-communications ""Strategic Communications"")",Join us in remembering those we have lost so that their sacrifices might never be forgotten. Attend the UCLA Memorial Day Ceremony to honor courageous Bruins who have sacrificed their lives in U.S. military service in defense of our freedom. The...
205,https://community.ucla.edu/event/6722301e-2c6b-b4bb-8c20-667b907f5dd6,Bruin Professionals Silicon Beach Chapter Meeting,,Alumni,2025-05-22,11:30:00,F,13:30:00,Join BP Silicon Beach for their March Chapter Meeting!,3rd Street Promenade • Santa Monica CA
206,https://community.ucla.edu/event/6a8c197d-d25f-43bb-a5cd-a853bf740a0f,Equip Your AI Toolkit with HumTech,"#GraduateProfessional, #Educational, #Academic",Teaching and Learning Center,2025-05-22,12:00:00,F,13:00:00,[#GraduateProfessional](https://community.ucla.edu/grad) [#Educational](https://community.ucla.edu/educational) [#Academic](https://community.ucla.edu/educational/academic),"Humanities Technology (HumTech)--HumTech is developing an AI Toolkit in collaboration with their graduate student RITC's, Research and Instructional Technology Consultants who provide both instructional and research support. Join this workshop to..."
207,https://community.ucla.edu/event/c0b5358e-4bcc-458f-aca7-c5acc6a61b6c,Drop in with Val,"#Undergraduate, #GraduateProfessional, #Health, #MentalHealth",Resilience In Your Student Experience (RISE) Center,2025-05-22,13:00:00,F,15:00:00,"Feel free to drop by and chat with RISE Health and Wellbeing Coordinator! Whether you want to discuss campus mental health resources, get connected to CAPS, manage academic stress, or just need someone to talk to, we're here for you.",RISE Center at Lu Valle Commons Basement Level
208,https://community.ucla.edu/event/82359002-1302-40ed-9ae3-d4d325e3cdec,"Embrace Your Almost, Bruins","#Undergraduate, #GraduateProfessional, #Health, #Wellness",Resilience In Your Student Experience (RISE) Center,2025-05-22,16:00:00,F,17:00:00,Not too sure about the future? Are things not going according to plan? Join this workshop and learn about finding clarity and contentment while you are on your journey. Sidenote: 1 copy of Jordan Lee Dooley's book will be raffled!,RISE Center at Lu Valle Commons Basement Level
209,https://community.ucla.edu/event/491d3ece-eb6f-43af-9685-0e599dd4ede2,Tattoos: The Untold History of a Modern Art,"#Educational, #Research",Library,2025-05-22,16:00:00,F,17:30:00,[Zoom](https://ucla.zoom.us/webinar/register/WN_P-KIyzZySk-Sm634k73IsQ#/registration),Charles E. Young Research Library Distinctive Collections Classroom
210,https://community.ucla.edu/event/f1ba187a-091e-48c2-8062-b1c5d8d2155d,Twenties Talk,"#Undergraduate, #GraduateProfessional, #Health, #Wellness",Resilience In Your Student Experience (RISE) Center,2025-05-22,17:00:00,F,18:00:00,"Join us for Twenties Talk, a weekly space to navigate friendships, dating, mental well-being, and life’s transitions in your twenties. Engage in meaningful discussions, hear from guest experts, and connect with a supportive community—plus, enjoy...",RISE Center at Lu Valle Commons Basement Level
211,https://community.ucla.edu/event/efd7e662-237c-4433-8553-9a34d15027be,"Getting Started on the Dissertation (Humanities, Social Sciences, and Related Fields)","#GraduateProfessional, #Educational, #Academic",Graduate Writing Center,2025-05-22,17:15:00,F,18:30:00,[#GraduateProfessional](https://community.ucla.edu/grad) [#Educational](https://community.ucla.edu/educational) [#Academic](https://community.ucla.edu/educational/academic),"Presenter: Marilyn Gray, Director, Graduate Writing Center. This workshop gives an overview of organization, time management, writing process issues and writing strategies. Recommended for people in the early stages of the dissertation, but useful..."
212,https://community.ucla.edu/event/22a68ee3-1f09-a075-07c3-26fef0cbf25a,Beyond Westwood: Life in the SF Bay Area,,Alumni,2025-05-22,17:30:00,F,19:30:00,"You did it! You’re graduating, and you’re almost at the finish line. However, you have a new adventure ahead and are moving beyond Westwood. Learn from recent UCLA alumni and network leaders on how they made the move and what to consider as you plan...",Zoom
213,https://community.ucla.edu/event/14fa43fd-9a08-439b-bfe7-b96505fdd2e5,UCLA Latino Alumni Association Networking Mixer in Long Beach at Watch Me! Sports Bar,,Alumni,2025-05-22,17:30:00,F,19:30:00,Come hang out at Watch Me! Sports Bar in Long Beach for a fun networking event where you can mix and mingle with other professionals!,Watch Me! Sports Bar
214,https://community.ucla.edu/event/d0e34506-722a-a57a-0fbc-29b974ca51a5,"Working It Out: Attachment Trauma, Healing, and Growth, in Your Career and Everywhere",,Alumni,2025-05-22,18:00:00,F,20:00:00,"As popular as it may be, “work-life balance” is an oversimplified concept. Our happiness depends on us being whole and integrated, not split and compartmentalized. Plus, the physical, psychological, social, and vocational domains of our life...",Zoom
215,https://community.ucla.edu/event/2e5a46ce-5115-4958-a2ed-2c7436dedb15,Envelope Magazine Submissions Deadline,"#Cultural, #Multicultural",Dashew Center for International Students and Scholars,2025-05-22,00:00:00,T,23:59:59,[#Cultural](https://community.ucla.edu/cultural) [#Multicultural](https://community.ucla.edu/cultural/multicultural),"Submissions for our Envelope Magazine of 2025 are now open! Envelope is an Art & Writing Magazine featuring creative work from UCLA's International Student, Scholar, and Staff community. We hope to publish this next volume of work by Fall 2025. The..."
216,https://community.ucla.edu/event/1bd3937e-3799-4d33-93d5-d7aedf959dbd,Suicide Safe Training,"#Undergraduate, #GraduateProfessional, #FacultyStaff, #Health, #Wellness",Resilience In Your Student Experience (RISE) Center,2025-05-23,12:00:00,F,14:00:00,Empower yourself as a community member in understanding suicide and supporting prevention efforts outside mental health settings. Participants will get a free RISE North Face...,RISE Center at Lu Valle Commons Basement Level
217,https://community.ucla.edu/event/70ba821a-d5c0-4d96-ac3b-ec5ba4348625,Nadine - Neurodivergent Student Support Available,"#Undergraduate, #GraduateProfessional, #Health, #MentalHealth",Resilience In Your Student Experience (RISE) Center,2025-05-23,13:00:00,F,15:00:00,[Digital Event](https://ucla-hipaa.zoom.us/j/91833671204?pwd=ZGQADrjzt6JBLhR43FWyallrXU5HsG.1),RISE Center at Lu Valle Commons Basement Level
218,https://community.ucla.edu/event/4a8be81c-6d3a-4093-8528-23abd3225486,Symposium: Women and Goddesses in Jainism,"#Undergraduate, #FacultyStaff, #Alumni, #Educational",Center for the Study of Religion,2025-05-23,14:00:00,F,17:00:00,[Zoom](https://ucla.zoom.us/meeting/register/Y2A9Oe_VQgqc6MJ1Ttq9mA#/registration),Hershey Hall Salon
219,https://community.ucla.edu/event/6fd190de-4c7d-be4e-9e0b-f4919443fba9,"UCLA Latino Alumni Association Bruins Walk at Mission Bay, San Diego",,Alumni,2025-05-23,09:00:00,F,11:00:00,Walk the bay and connect with fellow UCLA alumni! Join us for a Bruins Walk at Mission Bay – a great opportunity to enjoy San Diego while catching up with old friends and making new connections.,"Runner's Bathrooms at Mission Bay, just south of Superbloom Cafe • San Diego, CA"
223,https://community.ucla.edu/event/4f3ee9c8-bf6f-45c6-b1fe-e7cc166a02d3,End-of-Term Grading in Bruin Learn & MyUCLA,#FacultyStaff,Bruin Learn Center of Excellence,2025-06-10,12:00:00,F,14:00:00,"This training session will demonstrate how to finalize your Bruin Learn gradebook and transfer Bruin Learn grades to MyUCLA. Audience: Faculty, TAs,...",[Zoom](https://ucla.zoom.us/meeting/register/m5vXc_65TYSbRgFOp7EGLw#/registration)
221,https://community.ucla.edu/event/f0c14169-1db2-d997-1efb-72ec7907dd0e,The Classroom - Spring Quarter 2025 - Week 12 - Your Bruin Legacy,,Alumni,2025-06-10,18:00:00,F,19:00:00,"Get ready to take the next big step—graduation is just around the corner! Your UCLA Alumni Association is here to cheer you on and support you as you launch your exciting career journey.  This Spring, The Classroom is here to offer a...",Zoom
222,https://community.ucla.edu/event/3faccbc6-1182-9bed-62f2-70fdca464203,South Bay Book Club - June,,Alumni,2025-06-10,19:00:00,F,21:00:00,Come join Bruin Alumni and Friends for a fun and relaxing discussion of books. We try to curate a wide variety of genres (all recommended by our own members) to accommodate all tastes and to encourage each other to read something we wouldn't on our...,Both in-person and virtual
223,https://community.ucla.edu/event/09ecd144-81cb-4cdd-b4cf-ca5e7918827e,End-of-Term Grading in Bruin Learn & MyUCLA,#FacultyStaff,Bruin Learn Center of Excellence,2025-06-10,10:00:00,F,12:00:00,"This training session will demonstrate how to finalize your Bruin Learn gradebook and transfer Bruin Learn grades to MyUCLA. Audience: Faculty, TAs,...",[Zoom](https://ucla.zoom.us/meeting/register/m5vXc_65TYSbRgFOp7EGLw#/registration)
224,https://community.ucla.edu/event/0118b3d7-8d69-4940-876c-da632b65ef6b,TA and Postdoc Drop In Hours - Social Grading Edition!,"#GraduateProfessional, #Educational, #Academic",Teaching and Learning Center,2025-06-12,14:00:00,F,16:00:00,"Join us in Powel Library 190 for TA and postdoc drop-in hours, social grading edition! Work through your end of quarter grading while enjoying refreshments and building community with your fellow TAs. TLC staff members from the Graduate Student and...",Powell 190
225,https://community.ucla.edu/event/ba927562-8fc1-4960-a330-334585ac884f,CAE Housing Accommodation Drop-In,"#Undergraduate, #GraduateProfessional, #Educational",Center for Accessible Education,2025-05-12,11:00:00,F,12:00:00,"During this drop-in, CAE Housing Accommodations staff are happy to meet with students to answer any questions or concerns you may have about accommodated housing at UCLA.",[Zoom](https://ucla.zoom.us/j/3826085082)
226,https://community.ucla.edu/event/0f39c589-3b5d-0657-0e8c-e7b453122af2,Bruin Walk Rally,,Alumni,2025-05-12,11:00:00,F,13:00:00,"In collaboration with The Den, join us on Bruin Walk to celebrate UCLA Athletics and show your Bruin pride! Stop by our table for flyers, giveaways, Den shirts, and all the info you need on upcoming games and how to support our teams. Whether you're...",Bruin Walk
227,https://community.ucla.edu/event/2581c972-8915-4eb9-89ef-51ceca673cdc,CAPS Drop-In Group hours at USP,"#Undergraduate, #GraduateProfessional, #Health, #MentalHealth","Bruin Resource Center, Undocumented Student Program",2025-05-12,12:00:00,F,13:30:00,"This in-person drop-in group is designed to be an as-needed support group for undocumented students. Students do not need a referral, be in treatment at CAPS, or commit to every session. This support group will provide students the opportunity to...",Bruin Resource Center - Student Activities Center B44
228,https://community.ucla.edu/event/e6169afa-6fd3-4aa7-904c-b6cd4faaf2a3,Drop in with Josh,"#Undergraduate, #Health, #MentalHealth",Resilience In Your Student Experience (RISE) Center,2025-05-12,13:00:00,F,15:00:00,"Feel free to drop by and chat with RISE Health and Wellbeing Coordinator! Whether you want to discuss campus mental health resources, get connected to CAPS, manage academic stress, or just need someone to talk to, we're here for you.",RISE Center at Lu Valle Commons Basement Level
229,https://community.ucla.edu/event/9b94b7fc-2412-4aa5-9c70-7ad56bdfa696,Suicide Safe Training,"#FacultyStaff, #Health, #Wellness",Resilience In Your Student Experience (RISE) Center,2025-05-12,15:00:00,F,17:00:00,Empower yourself as a community member in understanding suicide and supporting prevention efforts outside mental health settings. Participants will get a free RISE North Face Backpack! Meeting ID: 624 042...,[Digital Event](https://ucla-hipaa.zoom.us/j/6240429045)
230,https://community.ucla.edu/event/9f632e54-004c-47df-a0fc-decc1020e36e,Scrolling Away the Present,"#Undergraduate, #GraduateProfessional, #Health, #Wellness",Resilience In Your Student Experience (RISE) Center,2025-05-12,16:00:00,F,17:00:00,How Social Media Shapes Us and Our Enjoyment of the Mundane—And How to Reclaim It,RISE Center at Lu Valle Commons Basement Level
231,https://community.ucla.edu/event/a07c613e-441a-9602-aad3-4445136a56f2,"""We All Want To Change the World"" Book Launch and UCLA Fireside Chat With Kareem Abdul-Jabbar",,Alumni,2025-05-12,18:30:00,F,20:00:00,"Note: In-person attendance for this event has reached capacity. However, guests can still register to attend this event online by clicking the link below. If you have questions about the event or need to adjust your RSVP status, please contact us...",Hybrid: UCLA Ackerman Grand Ballroom and Online via Zoom • Los Angeles CA
232,https://community.ucla.edu/event/547622ba-9a14-c905-2770-e61e6ee1a703,Bay Area Bruins: Bi-Monthly Planning Meeting,,Alumni,2025-05-12,19:00:00,F,21:00:00,Join us for our bi-monthly planning meeting where we discuss the many activities we want to bring to the Bay Area for our local alumni. We are a small team of ten volunteer alumni and we welcome your ideas and enthusiasm to join us!,Zoom
233,https://community.ucla.edu/event/cc0ba6cd-caae-8ebf-2c01-dbe59091ee81,Bruin Gear Collection,,Alumni,2025-05-12,00:00:00,T,23:59:59,We’re gathering new or gently used Bruin gear for community members who lost everything in the fires. Drop your donations at the James West Alumni Center.,James West Alumni Center
234,https://community.ucla.edu/event/c086dfff-970e-8fe5-bd5c-2fa55fcc544a,Bruin Professionals Century City Chapter Meeting,,Alumni,2025-05-13,08:00:00,F,10:00:00,"Join Bruin Professionals Century City as we hear from entrepreneur and investor, Tyson Woeste, who is currently building BelliWelli, the gut health company that has taken social media by storm",Century Towers
235,https://community.ucla.edu/event/74795707-65ad-4829-a001-af2a25996df5,CAE Disability Specialist Check-In with Tucker Grimshaw,"#Undergraduate, #GraduateProfessional, #FacultyStaff, #Educational, #Academic",Center for Accessible Education,2025-05-12,09:00:00,F,10:00:00,"During Disability Specialist Check-Ins, a Disability Specialist will be available to answer quick questions about accommodations, registration with the CAE, accessibility of courses, and any non-confidential questions you would like addressed. To...",[Zoom](https://ucla.zoom.us/j/96675641305)
236,https://community.ucla.edu/event/0ad08c84-f1ff-48b2-99ba-569bb9fb74c5,10 + 10 Pop-Up Series: Explore the AI Toolkit for the Humanities Classroom,"#FacultyStaff, #Educational, #Academic",Teaching and Learning Center,2025-05-13,10:00:00,F,10:20:00,[#FacultyStaff](https://community.ucla.edu/faculty-staff) [#Educational](https://community.ucla.edu/educational) [#Academic](https://community.ucla.edu/educational/academic),"Title: Explore the AI Toolkit for the Humanities Classroom #ai-tool-kit #ai-best-practices #ai-based-activities Description: Humanities Technology (HumTech)--HumTech is developing an AI Toolkit in collaboration with their graduate student RITC's,..."
237,https://community.ucla.edu/event/e97c8126-632a-4989-842b-f7027482cda1,Reflect with RISE: Awe,"#Undergraduate, #Health, #MentalHealth",Resilience In Your Student Experience (RISE) Center,2025-05-13,11:00:00,F,12:00:00,"Come to the RISE Center for a moment of stillness. Grab a cup of tea, meeting community members, and practice mindfulness, spirituality, thoughtfulness, and stillness.",RISE Center at Lu Valle Commons Basement Level
238,https://community.ucla.edu/event/c0bbb82d-f2d0-4518-a37d-13ac60aa6db5,Create Engaging and Interactive Reading Assignments Using Social Annotation Tools,#FacultyStaff,Bruin Learn Center of Excellence,2025-05-13,12:00:00,F,14:00:00,"The session will cover a comparison between two social annotation tools, Perusall and Hypothesis, and demonstrate how to use them to create interactive reading assignments that promote student engagement and collaboration. Audience: Faculty,...",[Zoom](https://ucla.zoom.us/meeting/register/av1EK-LJS-WD5kmacEUJTg#/registration)
239,https://community.ucla.edu/event/3726b20c-4399-4e38-a386-f865ff492438,FITWELL Talks: Sleep and Mental Health with Dr. Sam Kashani,"#FacultyStaff, #Health, #Wellness",Recreation and Wellbeing,2025-05-13,12:00:00,F,12:30:00,[#FacultyStaff](https://community.ucla.edu/faculty-staff) [#Health](https://community.ucla.edu/health) [#Wellness](https://community.ucla.edu/health/wellness),"FITWELL Talks: Conversations with UCLA Health experts on the latest wellbeing research, practical recommendations, and more. Just thirty minutes via Zoom over your lunch hour. Join live, listen in, and come ready with questions. Take good care. May..."
240,https://community.ucla.edu/event/b5faee90-7573-037b-f697-a18b9b2c00c6,I Heart UCLA Event- Picnic with a Professor,,Alumni,2025-05-13,12:00:00,F,13:00:00,"Picnic with a Professor is an opportunity to share a light meal, lively conversation, and Bruin camaraderie with a group of students and professors.",James West Alumni Center - Collins Patio • Los Angeles CA
241,https://community.ucla.edu/event/e8809e46-6361-4812-afc7-fe2b160cb9b6,Power and Alterity in Black Religious Thought,"#Undergraduate, #GraduateProfessional, #FacultyStaff, #Educational",Center for the Study of Religion,2025-05-13,12:30:00,F,13:30:00,[Zoom](https://ucla.zoom.us/meeting/register/XWs-v3EpTCCkPkxDfieXoA#/registration),"Kaplan Hall, 365"
242,https://community.ucla.edu/event/ec8fe05c-4854-47bf-86ce-158c1a4c1c61,Career Center Pop-Ins at SwD,"#Undergraduate, #GraduateProfessional","Bruin Resource Center, Student with Dependents Program",2025-05-13,13:00:00,F,15:00:00,"Sessions can cover resume/cover letter development and review, help with job/internship search, or interview preparation.",Bruin Resource Center
243,https://community.ucla.edu/event/e5bd238d-5c49-4dd2-9b3d-516a25df17e6,Drop in with Alea,"#Undergraduate, #Health, #MentalHealth",Resilience In Your Student Experience (RISE) Center,2025-05-13,13:00:00,F,15:00:00,"Feel free to drop by and chat with RISE Health and Wellbeing Coordinator! Whether you want to discuss campus mental health resources, get connected to CAPS, manage academic stress, or just need someone to talk to, we're here for you.",RISE Center at Lu Valle Commons Basement Level
244,https://community.ucla.edu/event/88716958-86c7-4858-b305-8ffebd6e2d4d,Movement and Meditation,"#Undergraduate, #Health, #Wellness",Resilience In Your Student Experience (RISE) Center,2025-05-13,13:15:00,F,14:00:00,"Take some time to relax, stretch, and breathe through movement and meditation.",RISE Center at Lu Valle Commons Basement Level
245,https://community.ucla.edu/event/26deb9dc-4112-4fc2-8ec0-bcbd29aeadd5,Between Two Worlds: Jewish War Brides After the Holocaust,"#Educational, #Academic",Alan D. Leve Center for Jewish Studies,2025-05-13,14:00:00,F,15:30:00,"Facing the harrowing task of rebuilding a life in the wake of the Holocaust, many Jewish survivors, community and religious leaders, and Allied soldiers viewed marriage between Jews and military personnel as a way to move forward after unspeakable...",314 Royce Hall
246,https://community.ucla.edu/event/736281dd-adfc-6adc-5229-e3fadec9ac04,Philadelphia Network: Philadelphia Bruins Happy Hour,,Alumni,2025-05-13,14:30:00,F,16:30:00,"Join us for a relaxed and casual happy hour at Human Robot! Come hang out, unwind, and enjoy some great drinks in good company. If the weather cooperates, we'll be soaking up the fresh air and sunshine out on the deck, making the most of the...",Human Robot Schuylkill Banks
247,https://community.ucla.edu/event/a75aa367-7288-40d6-838b-9a034f37d686,Beyond Burnout,"#Undergraduate, #GraduateProfessional, #Health, #Wellness",Resilience In Your Student Experience (RISE) Center,2025-05-13,15:00:00,F,16:00:00,Explore stress-management and burnout prevention strategies. Learn how to restore & repair after burnout with self-care,[Zoom](https://ucla.zoom.us/j/3487584784)
248,https://community.ucla.edu/event/7a00f39f-0ded-47f6-813d-899a6bf4551e,Getting into Research & SRP-99 Workshop,"#Undergraduate, #Educational, #Research",Undergraduate Research Center – Sciences,2025-05-13,15:00:00,F,16:00:00,"This workshop introduces students to research in the sciences, how to find a faculty research mentor, and opportunities for student researchers after joining a lab. Download a copy of our slide deck and learn more about our workshops on our website.",[Digital Event](https://ucla.in/4jX79hU)
249,https://community.ucla.edu/event/e5fdb73a-8c6e-861b-7031-6ca7a3865580,Alumni Mentor Program: Dinner in the Dorms,,Alumni,2025-05-13,17:30:00,F,19:30:00,"Alumni and students in the Alumni Mentor Program are invited to campus on Tuesday, May 13, for a special event celebrating their successful mentorships throughout the academic year. The evening will begin with a shared meal at one of UCLA’s dining...",De Neve Commons Residential Restaurant
250,https://community.ucla.edu/event/1bfc6149-60e2-daa8-5959-d13f0a9aca85,Arizona Network - UCLA Alumni Network of Arizona,,Alumni,2025-05-13,18:00:00,F,20:00:00,"UCLA Alumni of Arizona Network Board meeting open to all alumni in the Arizona region. Come help us decide and plan activities for alumni in Arizona. Or just come to learn more! When RSVP'ing, please confirm if you will attend in person or via Zoom....",Hybrid: Neudesic LLC & Zoom • Tempe AZ
251,https://community.ucla.edu/event/e55164f3-a7eb-c2b6-5d12-7f0cbca920cb,"The Classroom - Spring Quarter 2025 - Week 8 - Workplace Etiquette – Polish, Professionalism and Place",,Alumni,2025-05-13,18:00:00,F,19:00:00,"Get ready to take the next big step—graduation is just around the corner! Your UCLA Alumni Association is here to cheer you on and support you as you launch your exciting career journey.  This Spring, The Classroom is here to offer a...",Zoom
252,https://community.ucla.edu/event/98983dc9-09db-525c-0dd3-c54d1d7ee707,South Bay May Book Club,,Alumni,2025-05-13,19:00:00,F,21:00:00,Come join Bruin Alumni and Friends for a fun and relaxing discussion of books. We try to curate a wide variety of genres (all recommended by our own members) to accommodate all tastes and to encourage each other to read something we wouldn't on our...,Hybrid: In-person or via Zoom
253,https://community.ucla.edu/event/3fb58a73-f92f-76f6-3058-1b4c907c262c,My Last Lecture,,Alumni,2025-05-13,19:00:00,F,20:30:00,"Since 2010, the Alumni Scholars Club, in partnership with the UCLA Alumni Association, has recognized the outstanding faculty at UCLA, with the Marty Sklar My Last Lecture Award. Through an online nomination and voting process this past winter...",De Neve Plaza Room • Los Angeles CA
254,https://community.ucla.edu/event/65bc3519-b09f-1bb8-219d-b11afebca3f4,I Heart Deals,,Alumni,2025-05-13,00:00:00,T,23:59:59,Enjoy deals in Westwood all day long. Students can show their UCLA ID to redeem deals. Alumni wear Bruin gear or show ID as well.,Westwood Village
272,https://community.ucla.edu/event/cc0ba6cd-caae-8ebf-2c01-dbe59091ee81,Bruin Gear Collection,,Alumni,2025-05-14,00:00:00,T,23:59:59,We’re gathering new or gently used Bruin gear for community members who lost everything in the fires. Drop your donations at the James West Alumni Center.,James West Alumni Center
256,https://community.ucla.edu/event/4a9c5509-953b-4b00-b7c1-3bebfd339f9a,CPT Webinars (for F-1 Visa Students),"#Undergraduate, #GraduateProfessional, #Educational, #PreProfessional",Dashew Center for International Students and Scholars,2025-05-14,10:00:00,F,11:00:00,"UCLA F-1 visa students, do you want to know more about off-campus employment authorization? Join us on one of our weekly CPT webinars hosted by the Dashew Center staff to learn more!",[Zoom](https://ucla.zoom.us/j/95322790676)
257,https://community.ucla.edu/event/97a0e9d8-6e6c-421b-9246-6076cd084f9f,Educational Innovation and Scholarly Teaching Seminar Series: Making the Most of Active Learning,"#GraduateProfessional, #FacultyStaff, #Educational, #Academic",Teaching and Learning Center,2025-05-12,10:00:00,F,11:00:00,Making the Most of Active Learning: Why Teaching Expertise Matters and How it Develops This interactive seminar will consider this question: What teaching expertise do faculty need and how do they cultivate it? Though most systems in higher...,Young Research Library Conference Room 11360
258,https://community.ucla.edu/event/d0a8a877-c6ca-6f44-1ee1-f38a223db249,I Heart UCLA Grams,,Alumni,2025-05-14,10:00:00,F,14:00:00,"[Alumni](https://community.ucla.edu/program/alumni ""Alumni"")",Stop by Bruin Walk and write a note to someone who makes you love UCLA! Nothing shows the people you love how much they mean to you like a candy gram.
259,https://community.ucla.edu/event/0fcaf9e8-44d3-444a-9b7c-809a10b27d93,Website Makers Meetup,"#FacultyStaff, #Educational, #Media",BruinTech,2025-05-14,11:00:00,F,12:00:00,"These meetups are for people who make websites. Join us every other week, on Wednesday at 11am, to ask any questions you may have about making websites at UCLA.",[Zoom](https://ucla.zoom.us/j/91267641642?pwd=MjdGQ01XbkI1dnRBQlZBdnJiRXlVUT09)
260,https://community.ucla.edu/event/a95146d3-4ffb-4376-99a6-c146f0dcbcdf,"Book Talk: Ines Valdez Presents ""Democracy and Empire""","#Educational, #Research",Institute of American Cultures,2025-05-14,11:00:00,F,13:00:00,"Please join us when Inés Valdez, professor of political science at Johns Hopkins University, presents her book Democracy and Empire: Labor, Nature, and the Reproduction of Capitalism (Cambridge University Press, 2023). This event is cosponsored by...","CSRC Library, 144 Haines Hall"
261,https://community.ucla.edu/event/02b6a466-93f6-4ea4-8b95-695f564f82f4,Grade Handwritten Assignments Quickly with Gradescope,#FacultyStaff,Bruin Learn Center of Excellence,2025-05-14,13:00:00,F,15:00:00,"Gradescope helps instructors grade handwritten assignments quickly and consistently, while providing meaningful feedback to students. This session will cover how to create assignments, how students and instructors can upload work, and the basics of...",[Zoom](https://ucla.zoom.us/meeting/register/L9d_RrlRR5WuXopdQfMmsA#/registration)
262,https://community.ucla.edu/event/2ebf1bb0-7f1e-4418-bed0-630177ee541d,The Grey Area: Exploring Grey Literature,"#Undergraduate, #GraduateProfessional, #Educational, #Research",Library,2025-05-14,13:00:00,F,14:00:00,Grey Literature is frequently defined by what it is not – “grey literature is anything that is not a journal and not a book.” That leaves a great deal of room for ambiguity when looking for grey literature sources. Do I need to check government...,[Digital Event](https://www.library.ucla.edu/visit/events-exhibitions/the-grey-area-exploring-grey-literature-05-14-25/)
263,https://community.ucla.edu/event/5792d647-b310-45b7-bb49-66653272fdac,Drop in with Jaci,"#Undergraduate, #Health, #MentalHealth",Resilience In Your Student Experience (RISE) Center,2025-05-14,13:00:00,F,15:00:00,"Feel free to drop by and chat with RISE Health and Wellbeing Coordinator! Whether you want to discuss campus mental health resources, get connected to CAPS, manage academic stress, or just need someone to talk to, we're here for you.",RISE Center at Lu Valle Commons Basement Level
264,https://community.ucla.edu/event/f3adc730-efcb-4998-98b2-43388913b4e2,RISE Wellness Wednesday,"#Undergraduate, #GraduateProfessional, #Health, #MentalHealth",Resilience In Your Student Experience (RISE) Center,2025-05-14,15:00:00,F,17:00:00,"Take a break with Wellness Wednesday! Join us in RISE to relax, recharge, and get creative with easy, self-guided activities like essential oils, journal prompts, and art projects.",RISE Center at Lu Valle Commons Basement Level
265,https://community.ucla.edu/event/d3daa55e-4d09-4b76-8607-e214e52736ee,Books & Bonding,"#Undergraduate, #GraduateProfessional, #Health, #Wellness",Resilience In Your Student Experience (RISE) Center,2025-05-14,16:00:00,F,17:00:00,"Join the RISE Center for Books and Bonding every Wednesday. RISE will be providing the books and there will be no assigned readings, so please stop by if you are interested.",RISE Center at Lu Valle Commons Basement Level
