Name,Full Description,Category,Email,Website,Facebook,Instagram,Twitter,YouTube,LinkedIn
Alpha Lambda Delta Phi Eta Sigma,"The ALD|PES Honor Societies exist to promote academic integrity, excellence and community among students. Furthermore, ALD|PES strives to encourage community service and support philanthropic events and groups. Members of ALD|PES strive to foster social connections amongst purpose driven students who desire academic and professional excellence.","Honor Societies, Academic",[aldpes.president@gmail.com](mailto:aldpes.president@gmail.com),[http://uclaaldpes.com](http://uclaaldpes.com/),,https://www.instagram.com/uclaaldpes/,,,
American Academy of Medicine and Surgery at UCLA,"This undergraduate organization is a club aimed for pre-med/health undergrads interested in gaining exposure to the field of medicine and surgery. The Mission of the American Academy of Medicine & Surgery (AAMS) is to provide students considering careers in science, medicine, and/or healthcare with the space and opportunity to delve deeper and more intensely in their passions. Guided by physicians, surgeons, and scientists, students are educated in basic and advanced cardiovascular anatomy and physiology, as well as surgical techniques that will be utilized in premedical studies and medical schools and residency training. Through this organization, students are guaranteed to leave with not only a deeper and more sophisticated understanding of general anatomy and physiology (and in particular, that of the cardiovascular system), but also tangible skills and techniques in surgery. Our goals are for members to: 1. Learn more about the vast fields of medicine and focus on their interests 2. Learn from current medical professionals and med students in various specialties 3. Engage with the field through shadowing opportunities and connect with surgeons in interested specialties.","Medical, Academic",[aamedsurgucla@gmail.com](mailto:aamedsurgucla@gmail.com),[https://sites.google.com/view/aams-ucla/home](https://sites.google.com/view/aams-ucla/home),,https://www.instagram.com/aamsatucla/,,,
American Institute of Chemical Engineers,"The American Institute of Chemical Engineers (AIChE) is a professional organization for chemical engineers. AIChE was established in 1908 with the purpose of establishing chemical engineers as a profession independent from chemists and mechanical engineers. The mission of the AIChE student chapter at UCLA is to promote excellence in the Chemical Engineering Department of the School of Engineering and Applied Science by providing resources and support to the undergraduate students so that they can succeed academically and advance professionally. AIChE's vision is to provide value as the global leader of the chemical engineering profession and be the lifetime center for professional and personal growth. In 1908 a small group of chemical engineers formed a professional society to promote and improve chemical engineering as a discipline. At first, the American Institute of Chemical Engineers (AIChE) met with strong resistance, especially from the American Chemical Society (ACS), which claimed control over all pure and applied chemistry in the United States. In response, AIChE adopted a number of conservative measures, including strict membership criteria to keep membership low and avoid competition with ACS. Nonetheless, the value of AIChE was realized by the entire discipline in 1925, when chemical engineering became the first profession to use scholastic accreditation to ensure the consistency and quality of academic chemical engineering courses. The conservative attitude paid off when peace was made between ACS and AIChE around 1930. The membership criteria were lifted and chemical engineers joined in droves. Today AIChE remains the principal chemical engineering professional society in the United States. Currently about 57,000 (~70%) of American chemical engineers are members.","Engineering, Academic",[president.aiche.ucla@gmail.com](mailto:president.aiche.ucla@gmail.com),[http://aiche.seas.ucla.edu/](http://aiche.seas.ucla.edu/),https://www.facebook.com/AIChEatUCLA,https://www.instagram.com/aicheatucla/,,,
American Medical Student Association (AMSA),"The American Medical Student Association, Premedical Chapter at UCLA, is committed to improving health care and healthcare delivery to all people; involving its members in the social, moral and ethical obligations of the profession of medicine; assisting in the improvement and understanding of world health problems; actively supplementing premedical education with a broader perspective and understanding of their chosen profession; contributing to the welfare of premedical students; and empowering the physician leaders of tomorrow.","Academic, Medical",[amsabruins@gmail.com](mailto:amsabruins@gmail.com),[https://amsabruinspr.wixsite.com/amsabruins](https://amsabruinspr.wixsite.com/amsabruins),,https://www.instagram.com/bruinsamsa/,,,
American Medical Student Association at DGSOM,"AMSA is an independent, global association that exists to support, inform and inspire tomorrow’s physicians. We represent the medical students who aim to improve health care and healthcare delivery to all people, promote active involvement in medical education, contribute to the welfare of medical students, and provide mentorship to premedical students.","Medical, Academic",[LKhorasani@mednet.ucla.edu](mailto:LKhorasani@mednet.ucla.edu),,,,,,
Anesthesiology Student Interest Group (ASIG),"The Anesthesiology Interest Group at David Geffen School of Medicine aims to increase awareness and interest in Anesthesiology as it is a specialty that students have very little exposure to in the preclinical as well as in many students’ clinical years. It provides opportunities for students to learn about the specialty, become involved in research/mentorship/shadowing, and acquire hands-on practical skills with common procedures and techniques. We provide opportunities to attend anesthesia related workshops such as an airways lab to allow students to gain experience in intubating a patient and doing a cricothyroidotomy. We complete this mission through a variety of activities: -Airway management workshop co-hosted with other DGSOM student interest groups. Students are given a short introductory presentation on airway anatomy, followed by a hands-on workshop where students learn and practice intubation, as well as work with Glidescopes, fiber optic scopes, LMAs, and mask ventilation. -Pre-shadowing orientation in the Anesthesiology department at UCLA Ronald Reagan Medical Center. -Multiple interactive, case-based talks given by residents and professors of the Anesthesiology department at UCLA Ronald Reagan Medical Center.","Medical, Academic",[dgsom.asig@gmail.com](mailto:dgsom.asig@gmail.com),[http://uclahealth.org/anes/anesthesia-student-interest-group](http://uclahealth.org/anes/anesthesia-student-interest-group),,https://www.instagram.com/UCLA_ASIG,,,
Animatrix,"Originally founded in 1984, Animatrix is an annual academic film journal that allows students and scholars an opportunity to publish illustrations, interviews, and research-based critical articles addressing the film, animation, and video game industries. This student-run organization highlights the burgeoning developments in the visual media landscape, alongside investigating its cultural and systemic impact while making access to this information more widespread.","Arts, Academic",[animation2487@tft.ucla.edu](mailto:animation2487@tft.ucla.edu),,,,,,
Arab American Association of Engineers and Architects (AAAEA),"The UCLA student chapter of the Arab American Association of Engineers and Architects (AAAEA), founded in 2015, is a non-political, non-religious, professional and social club dedicated to strengthening, empowering, and inspiring STEM and Architecture students to achieve excellence through meaningful encounters. In our pursuit of creating a more interactive, and engaging professional and academic experience at UCLA, we will be putting on a variety of events, including: Scholarship Awards, Company Info Sessions and Tours, Internship Application Building Sessions, Mentorship Programs, and Networking Meetings with other chapters across the nation. With the goal of building an inclusive and uplifting social environment, we will help make you feel at home at UCLA by introducing a family program as well as social and cultural events throughout the year. Those include Live Cooking Classes, Trivia Nights, and Game Nights.","Academic, Career Planning",[banangarada@gmail.com](mailto:banangarada@gmail.com),[https://aaaeaca.org/bruin-student-chapter/](https://aaaeaca.org/bruin-student-chapter/),https://www.facebook.com/aaaea.bruins,https://www.instagram.com/aaaea.bruins/,,,
Archaeology Club,"The Archaeology Club will be a dedicated community for undergraduate students passionate about pursuing archaeology at the graduate and professional level. The organization will offer a variety of activities designed to enhance students’ academic and professional development. Weekly general meetings and social events will provide opportunities to announce upcoming events. Additionally, we will provide resources to assist students in exploring summer field schools, laboratory work, and internships. Scheduled lectures and meetings with professors and researchers will offer valuable insights into the field. Moreover, field trips to archaeological sites and museums will provide hands-on learning experiences.","Academic, Social",[uclaarchaeologyclub@gmail.com](mailto:uclaarchaeologyclub@gmail.com),,,https://www.instagram.com/ucla_archaeology_club/,,,
Armenian Engineers and Scientists Association (AESA),An organization for anyone interested in Engineering and Science in the Armenian community.,"Engineering, Academic",[aesaatucla@gmail.com](mailto:aesaatucla@gmail.com),,,,,,
Armenian Graduate Studies Colloquium,An annual colloquium for graduate students and recent graduates to present their research on all aspects of Armenian Studies. Held annually in Winter quarter.,"Academic, Cultural",[agsc@ucla.edu](mailto:agsc@ucla.edu),,,,,,
Art History Undergraduate Student Association,"The Art History Undergraduate Student Association (AHUSA) is an organization that provides extracurricular enrichment in the field of Art History to majors and non-majors. In addition, AHUSA hopes to create a sense of community among students and serve as a vital link between faculty and students. AHUSA hosts events throughout the year, including museum and gallery trips, guest speakers, and association meetings. For more information, contact bruins.ahusa@gmail.com or check out the AHUSA Instagram page @AHUSA\_UCLA.","Academic, Arts",[bruins.ahusa@gmail.com](mailto:bruins.ahusa@gmail.com),[http://arthistory.ucla.edu/undergraduates-ahusa/](http://arthistory.ucla.edu/undergraduates-ahusa/),,https://www.instagram.com/ahusa_ucla/,,,
ASBMB @ UCLA,American Society for Biochemistry and Molecular Biology (ASBMB) at UCLA is a dedicated organization aimed at helping to connect students with the common ambition to pursue a scientific career. ASBMB is a national organization that offers resources and promotes research across the country. Our overarching mission is to propel the enhancement of educational prospects and opportunities available to undergraduate students at UCLA.,"Academic, Career Planning",[asbmbucla@gmail.com](mailto:asbmbucla@gmail.com),,,https://www.instagram.com/asbmb_ucla/,,,
Association of Students in Child Development,"The purpose of the Association of Students in Child Development is to create a student-led organization that will serve as a resource for students who are interested in working with or on behalf of children in the future. We hope to expand students’ understanding of both the science of child development and the range of child-related professions available to them. To achieve this goal, the ASCD will provide its members with opportunities to gain more hands-on experience with children, professional development panels and workshops with professionals in the field. We would like to use this organization as a space for students, alumni, and professionals to share the resources they have gained throughout their undergraduate and professional careers. Ultimately, this student org will provide current students with more access to different resources that would benefit their future endeavors professionally and make a positive impact on children and families in the broader community.","Academic, Educational",[ascdatucla@gmail.com](mailto:ascdatucla@gmail.com),,,,,,
Astronomical Society at UCLA,"The purpose of this organization is to host and create astronomy-related events openly accessible and available to all members of the UCLA community and the surrounding communities. As an extension to this end, the organization publicizes and organizes excursions to select astronomy-related events around the Los Angeles county area. In achieving the purpose of the organization, the primary function of the organization is the maintenance and operation of the telescopes located on the ninth floor of the Mathematical-Sciences Building. The maintenance and operation of the telescopes are jointly performed with and led by the graduate students of the Physics & Astronomy Department. With the telescopes, the organization organizes publicly-accessible a weekly Telescope Show. Overall, the organization is dedicated to science, the principles of scientific thought, and the dissemination of science to the greater community.","Academic, Engineering",[uas@astro.ucla.edu](mailto:uas@astro.ucla.edu),,https://www.facebook.com/UCLA.UAS,https://www.instagram.com/theastronomicalsociety/?hl=en,,,
Basic Dental Principles,Basic Dental Principles (BDP) is a program created to provide undergraduate and post-baccalaureate students the opportunity to gain more knowledge into the field of dentistry. The program consists of a lecture series and a lab series and is taught by students at the UCLA School of Dentistry. The lecture series consists of 24 sessions split throughout 2 academic quarters. The lecture topics range from getting into dental school to the different specialties within dentistry. The lab series consists of 4 hands-on sessions where students are able to complete projects such as drilling and filling tooth preparations and taking impressions.,"Dental, Academic",[contact@uclabdp.com](mailto:contact@uclabdp.com),[http://uclabdp.com](http://uclabdp.com/),,,,,
Basic Dental Principles at UCLA,Basic Dental Principles (BDP) is a program created to provide undergraduate and post-baccalaureate students the opportunity to gain more knowledge into the field of dentistry. The program consists of a lecture series and a lab series and is taught by students at the UCLA School of Dentistry. The lecture series consists of 24 sessions split throughout 2 academic quarters. The lectures topics range from getting into dental school to the different specialities within dentistry. The lab series consists of 4 hands-on sessions where students are able to complete projects such as drilling and filling tooth preparations and taking impressions.,"Academic, Dental",[contact@uclabdp.com](mailto:contact@uclabdp.com),[http://uclabdp.com](http://uclabdp.com/),,,,,
Bioengineering Graduate Association,"The Bioengineering Graduate Association (BGA) at UCLA was established to facilitate the communication of graduate students with department members, encourage the involvement of students in the graduate community, and establish platforms for the academic and professional development of its members. BGA coordinates with the department to provide resources of academic outreach for graduate students, including arranging lunch with guest speakers, organizing annual retreats to promote intra- and inter-departmental research exchange, and releasing other opportunities for student involvement. BGA also works to enrich the life of graduate students and form close bonds within the department. The council provides peer advising and mentoring, facilitates new student orientation, leads social gatherings and after hours, and provides community support for current students.","Student Government, Academic",[bga@g.ucla.edu](mailto:bga@g.ucla.edu),,https://www.facebook.com/groups/uclabga,,,,
Biomedical Engineering Society,"The purpose of UCLA BMES is to provide students interested in Biomedical Engineering with a place to meet and collaborate with other interested individuals. UCLA BMES promotes community and builds solidarity among its members through mentorship, professional development, and technical projects. To serve this end, the group fosters intra-group communication and the exchange of experiences by providing educational and social forums that address issues in Biomedical Engineering.","Engineering, Academic",[bmes@ucla.edu](mailto:bmes@ucla.edu),[http://bmes.seas.ucla.edu/](http://bmes.seas.ucla.edu/),https://www.facebook.com/groups/uclabmes,https://www.instagram.com/bmesucla/,,,
Biomedical Research Society,"The Biomedical Research Society extends support and guidance to foster a close knit community within the UCLA undergraduate research community while they pursue research studies of great potential and impact. This includes networking/educational workshops, informative graduate school panels, socials and a mentee/mentor program!","Academic, Medical",[societybiomedicalresearch@gmail.com](mailto:societybiomedicalresearch@gmail.com),[https://www.biomedresearchminor.ucla.edu/biomedical-research-society/](https://www.biomedresearchminor.ucla.edu/biomedical-research-society/),,https://www.instagram.com/biomedresearchsociety_ucla/?hl=en,,,
Blueprint Bruins,"Blueprint Bruins is a student-led organization at UCLA dedicated to providing free, high-quality tutoring to students in the UCLA community. Our mission is to empower students of all ages and academic backgrounds by supporting their educational goals and fostering a positive learning environment. We offer personalized tutoring sessions in various subjects, including math, science, physics, and chemistry, to help students achieve academic success and build confidence in their abilities. Our tutors are passionate UCLA students who are eager to give back to the community and make a meaningful impact on students' educational journeys. Join us at Blueprint Bruins to inspire, support, and create lasting academic connections!","Academic, Educational",[blueprintbruins@gmail.com](mailto:blueprintbruins@gmail.com),,,https://www.instagram.com/blueprintbruins,,,
Botanical Club at UCLA,"The Botanical Club's mission is to act as a student hub for the promotion of botanical research, appreciation and outreach. The Botanical Club's interests are interdisciplinary and integrated across the fields of plant systematics, ecology, conservation, horticulture and their intersection with justice movements.","Environmental, Academic",[botanicalclubucla@gmail.com](mailto:botanicalclubucla@gmail.com),,,https://www.instagram.com/botanicalclubucla/,,,
Bruin Aviation,"Are you interested in anything aviation? If so, this club is for you! Bruin Aviation is founded by pilots for those who want to meet with others interested in aviation. We hope to create an inclusive environment for pilots attending UCLA, as well as those who just have an interest in aircraft. We hope to become the club that helps pilots meet other pilots at UCLA, and for those who have never flown before, provide them with opportunities to take to the air!","Academic, Educational",[vedantb@ucla.edu](mailto:vedantb@ucla.edu),[https://www.bruinaviation.com/](https://www.bruinaviation.com/),,https://www.instagram.com/bruin.aviation/,,,
Bruin Battalion Army ROTC,"The members of the Bruin Battalion Corps of Cadets represent UCLA’s branch of the Army Reserve Officer Training Corps (R.O.T.C.). This voluntary training program allows students to qualify for an officer's commission in the Army while completing their college education. Students who participate in ROTC learn first-hand what it takes to lead others, motivate groups and how to conduct missions as an Officer in the United States Army. When you graduate as an Army ROTC cadet, you will earn the rank of Second Lieutenant and be ready to start your career in a wide range of branches and specialties. Cadets come from all academic disciplines and majors, as well as all graduating classes. Financial aid and other benefits are offered to those who are eligible.","Leadership, Academic",[armyrotc@milsci.ucla.edu](mailto:armyrotc@milsci.ucla.edu),[http://milsci.ucla.edu/](http://milsci.ucla.edu/),,,,,
Bruin Geolological Society,"This is meant to be the ucla geology club. We want to enrich students' understanding and appreciation of rocks and earth processes outside of the classroom. In doing so, we hope to get more students involved in the Earth, Planetary, and Space Sciences, EPSS, here at UCLA. As such, the club is open to any current ucla graduate or undergraduate students. Additionally, we would like to take field trips, ideally once per quarter, that go off campus. This would allow our members to experience and learn about the diverse and dynamic geology of southern California. We are blessed with an environment that is very conducive to learning as we have vastly different types of rocks readily accessible within a few hours of UCLA.","Recreation, Academic",[forrestswain02@g.ucla.edu](mailto:forrestswain02@g.ucla.edu),,,,,,
Bruin Historical Association,"The Bruin Historical Association is a student organization that exists to form a broad coalition of UCLA students dedicated to promoting common historical interest, combating the spread of historical misinformation, and providing a platform for underrepresented fields of historical study. We seek to accomplish this by simultaneously providing a space for students to interact through organization events as well as providing the resources students may need in order to succeed, such as with academic and or career opportunities, finding access to relevant materials, or simply getting the support needed to start a new project.","Academic, Social",[bruinhistoricalassociationucla@gmail.com](mailto:bruinhistoricalassociationucla@gmail.com),,,https://www.instagram.com/bruinhistoricalassociation/,,,
Bruin Linguists Society,"The Bruin Linguists Society (BLing) is the UCLA Linguistics’ undergraduate student association. We host events every quarter that are geared towards undergraduate students’ success in career, academics, and the linguistics community. The Bruin Linguists Society (BLing) is an academic and social student organization at UCLA that serves the undergraduates in the Linguistics Department. BLing hosts study events, career events, and social events throughout the year, and also organizes the Southern California Undergraduate Linguistics Conference every Spring. BLing's purposes as an organization include: To promote the field of linguistics by increasing awareness and encouraging the education of linguistics topics both on and off campus; to encourage undergraduate involvement in academia; to unite the students of the Linguistics Department with each other and with students from other departments; to improve communication between students and faculty; to make students aware of the opportunities present for people interested in the field.","Academic, Social",[bruinlinguists@gmail.com](mailto:bruinlinguists@gmail.com),,https://www.facebook.com/groups/bruinlinguists/,https://www.instagram.com/bruinlinguists,,,
Bruin Marketers,A marketing club that provides opportunities to be successful in the marketing industry. Members are exposed to opportunities to further their passions. We will provide a networking space between the members and professionals in the field.,"Business, Academic",[bruinmarketers@gmail.com](mailto:bruinmarketers@gmail.com),[https://bruinmarketers.weebly.com](https://bruinmarketers.weebly.com/),,https://www.instagram.com/bruinmarketers/,,,
Bruin Policy Institute,"The Bruin Policy Institute is a policy think tank that facilitates policy discussion, publishes memos in our journal, and advocates for progressive solutions backed by academic evidence. We invite celebrated guest speakers and host policy workshops to provide the tools for members to become powerful thinkers and leaders.","Academic, Social Activism",[bruinpolicyinstitute@gmail.com](mailto:bruinpolicyinstitute@gmail.com),[https://uclaroosevelt.wixsite.com/bruinpolicyinstitute](https://uclaroosevelt.wixsite.com/bruinpolicyinstitute),,https://www.instagram.com/bruinpolicyinstitute,,,
California Geotechnical Engineering Association at UCLA,"The CalGeo Student Chapter at UCLA has a simple goal: build lasting connections between the academic and industrial faces in the field of Geotechnical/Earthquake engineering. We present opportunities on and off campus for students to connect with faculty, professionals, students and other likeminded geoenthusiasts.","Engineering, Academic",[calgeobruins@gmail.com](mailto:calgeobruins@gmail.com),[http://calgeobruins.org/](http://calgeobruins.org/),https://www.facebook.com/groups/uclacalgeo/,,,,
CELL Scholars,"CELL Scholars (Cultivating Early Laboratory Learning) is a UCLA science outreach organization which aims to provide early exposure to scientific research and to increase diversity and inclusion in STEM. CELL Scholars provides scholarship-sponsored research opportunities in UCLA laboratories for high school students from underrepresented backgrounds during the school year. High school students are paired with a graduate student mentor to hone technical skills at the bench, learn coding skills for computational projects, and gain career and college advice from individuals in the field. Outside of the laboratory, workshops and seminars are held by UCLA students and faculty to help students build critical skills for a career in STEM. Statement of Purpose: CELL Scholars exists to provide novel early research experiences for high school students from underrepresented backgrounds, in order to increase diversity and inclusion in STEM while mentoring the next generation of scientists.","Academic, Service - Outreach",[cellscholars@gmail.com](mailto:cellscholars@gmail.com),[https://bri.ucla.edu/outreach/cell-scholars/](https://bri.ucla.edu/outreach/cell-scholars/),,https://www.instagram.com/cellscholars,https://www.twitter.com/scholars_cell,,
"Center for Language, Interaction and Culture Graduate Student Association (CLIC GSA)","CLIC GSA is a student organization that promotes interdisciplinary work at the intersections of language, culture, and conversational activities. Members include primarily graduate (and also undergraduate) students from Anthropology, Applied Linguistics, Asian Languages & Cultures, Education, and Sociology. CLIC GSA hosts an annual conference in conjunction with the UC Santa Barbara Language, Interaction, and Social Organization (LISO) graduate student association. The conference is hosted at UCLA every other year. CLIC GSA also occasionally hosts workshops and speaker series, during which students are able to discuss their research and receive feedback from colleagues and faculty members, as well as learn strategies for professional development. We are dedicated in providing an inclusive environment for engaging fruitful academic discussions and celebrating the vibrant and diverse community of young scholars in the fields of language, interaction, and/or culture. Any graduate and undergraduate students at UCLA are eligible to join the group or volunteer in our many activities simply by signing up with the CLIC GSA mailing list.","Academic, GSA Affiliated",[clicgsaconference@gmail.com](mailto:clicgsaconference@gmail.com),,,,,,
Center for the Liberal Arts and Free Institutions,"CLAFI’s purpose is to study great literary, artistic, and cultural achievements, with particular emphasis on the foundations of free institutions. Through lectures, seminars, and public events, CLAFI serves UCLA students in their pursuit of what is true, good, and beautiful.","Academic, Educational",[clafi.bruin@gmail.com](mailto:clafi.bruin@gmail.com),[http://www.clafi.ucla.edu](http://www.clafi.ucla.edu/),https://www.facebook.com/CLAFIUCLA,https://www.instagram.com/clafiatucla/,,,
Chi Epsilon Pi (XEP),Graduate student organization for the Atmospheric and Oceanic Sciences Department.,"Academic, Social",[xep@atmos.ucla.edu](mailto:xep@atmos.ucla.edu),[https://xep.atmos.ucla.edu/](https://xep.atmos.ucla.edu/),,https://www.instagram.com/gradxepatucla/,https://www.twitter.com/XEPatUCLA,,
"Chi Epsilon, The Civil Engineering Honor Society","Dedicated to the purpose of maintaining and promoting the status of civil engineering as an ideal profession, Chi-Epsilon was organized to recognize the characteristics of the individual civil engineer deemed to be fundamental to the successful pursuit of an engineering career, and to aid in the development of those characteristics in the civil engineering student. Engineering, the application of scientific principles to the practical needs of society, is assuming a constantly increasing responsibility for the well-being of all people, and thus calling for competence of the highest order. This responsibility can be discharged only by a professional group whose members are possessed of a good basic technical ability, intelligence, moral integrity, and effective social poise in their relationship with the larger community of which they are part. To contribute to the improvement of the profession, Chi Epsilon fosters the development and exercise of sound traits of character and technical ability among civil engineers, and its members, by precept and example, toward an ever higher standard of professional service.","Honor Societies, Academic",[chiepsilon@g.ucla.edu](mailto:chiepsilon@g.ucla.edu),[https://uclaxe.wixsite.com/site](https://uclaxe.wixsite.com/site),https://www.facebook.com/uclaxe,https://www.instagram.com/xe_bruins?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,,,
CNS (Clinical Neurogenomics Students),"CNS students work alongside medical staff and researchers to help in the effort to bank patient samples from the UCLA Neurology Clinic at the Ronald Reagan Medical Center. The mission of the organization is to provide valuable experience in a healthcare setting to undergraduate students interested in pursuing a career in the field.  Specifically, the program is designed to give students the opportunity to interact with patients while learning more about research, neurology, and genomics. The organization includes a practical and an educational component. During weekly shifts at the UCLA Neurology Clinic at the Ronald Reagan Medical Center, CNS students monitor the waiting room, helping eligible patients give their informed consent to bank their biological samples for genomics research. Students answer questions, collect forms, and input information in a research database. Additionally, students are given the opportunity to attend the UCLA Neurology Grand Rounds, which are weekly seminars held by world renowned guest scientists that cover a variety of topics related to neurology, genomics, and clinical research. Twice a month, CNS holds introductory presentations and post-seminar discussions to help student members better understand the topics covered during Grand Rounds and discuss their relevance. Guest lecturers are also invited to share with CNS members their research and findings in the field of neurogenomics.","Medical, Academic",[cnsatucla@gmail.com](mailto:cnsatucla@gmail.com),[https://cnsatucla.weebly.com/](https://cnsatucla.weebly.com/),,https://www.instagram.com/cnsatucla/,,,
Collective of Aspiring MD-PhD Scholars (CAMPS),"CAMPS at UCLA was established in 2024 by a committed group of students who struggled to access resources and wanted to assist others facing similar challenges. Our mission is to empower students by offering hands-on research experiences, facilitating impactful clinical opportunities, and cultivating a culture of scientific inquiry and collaboration. We also strive to support students in their journey toward an MD, PhD, DO, and research path. We have three pillars which are research, clinical, and social. The purpose of this student organization is to assist undergraduate students pursuing either M.D. or Ph.D. or DO or any of the degrees combined. This organization will bind the medical and clinical world with the research world, maximizing the collaboration between these two degrees, teaching students the individual aspect of each degree, helping with applications for each degree, and offering mentorships, seminars, and many other opportunities.","Pre-Professional, Academic",[ritak04@g.ucla.edu](mailto:ritak04@g.ucla.edu),,,https://www.instagram.com/camps.ucla/,,,
Community Health Sciences Student Association (CHSSA),"The Community Health Sciences Student Association (CHSSA) is a student-run organization, whose mission is to cultivate community and connectedness among students in the Fielding School of Public Health Department of Community Health Sciences by offering events that support personal, academic, and professional growth.","Academic, Social",[chssa.uclafsph@gmail.com](mailto:chssa.uclafsph@gmail.com),,,https://www.instagram.com/chssaucla,,,
Comparative Literature Graduate Student Association,"The Comparative Literature Graduate Student Association (CLGSA) acts as a bridge between graduate students, faculty, the Humanities Administrative Group (HAG) and the wider UCLA community. Members of this annually elected student organization identify and advocate for the academic, administrative, professional, and cultural needs of Comparative Literature graduate students. Members of the CLGSA attend Faculty Meetings, host quarterly Town Hall meetings, professionalization workshops and social gatherings. The CLGSA also curates online resources for students of the department on the CCLE Comparative Literature Graduate Student Site. By providing a proactive forum for graduate students to share resources and communicate with Faculty, staff and alumni, the CLGSA wishes to promote a sustainable intellectual, teaching and comparative environment.","Academic, Career Planning",[clgsa@humnet.ucla.edu](mailto:clgsa@humnet.ucla.edu),,,,,,
Computational Biologists Society,"The Computational Biologists Society is a student organization which aims to connect students from computational biology and related fields, to provide resources and guidance to students in the Computational and Systems Biology department, and to provide opportunities for education, networking, and professional development.","Technology, Academic",[compbiosocucla@gmail.com](mailto:compbiosocucla@gmail.com),[https://compbiosocucla.wixsite.com/my-site](https://compbiosocucla.wixsite.com/my-site),https://www.facebook.com/compbiobruins/,https://instagram.com/compbiobruins?igshid=YmMyMTA2M2Y=,,,
Computational Chemistry Club @ UCLA,"Computational Chemistry Club @ UCLA aims to build bridges between general chemistry and its advanced topics. By supporting theoretical and computational chemistry research for undergraduates and exploring mathematical modeling in physical chemistry, we hope to broaden our horizons and popularize the field of computational chemistry.","Academic, Educational",[compchemclub@gmail.com](mailto:compchemclub@gmail.com),,,,,,
ConnectEd Research,"Our purpose is to establish an academic community where we share research and academic resources with undergraduates from various majors and backgrounds, especially international students, ethnic minorities, and other student groups from disadvantaged backgrounds. The organization undertakes to help students build their research interests, find research opportunities, connect with researchers with similar research interests, and accumulate research assistant experience. We organize online and offline activities and workshops to bring high-quality research projects and peer learning experiences to our students, and to forge a bond between senior and junior students, graduate students, alumni, teaching assistants, and professors. We also strive to provide professional development resources with the hope that students from diverse backgrounds can thrive and succeed in academia.","Academic, Educational",[connected.club.ucla@gmail.com](mailto:connected.club.ucla@gmail.com),,,https://www.instagram.com/ucla_connected/,,,
Creative Labs UCLA,"We are a community of UCLA creatives working on cool projects to discover even cooler passions. We foster creativity and passion within the student body and help students bring their creative project ideas to life. From mobile apps and websites to biodegradable apparel and robotics, students are able to propose their project idea and work with us and our resources in order to successfully execute their creativity.","Technology, Academic",[uclacreatives@gmail.com](mailto:uclacreatives@gmail.com),[https://www.creativelabsucla.com/](https://www.creativelabsucla.com/),,https://www.instagram.com/creativelabsucla/,,,
Data Ventures @ UCLA,"Data Ventures @ UCLA is dedicated to empowering students with the essential skills and knowledge they need in data science and entrepreneurship. The organization provides a unique platform for students to explore how data influences business decisions, fosters an entrepreneurial mindset, and applies advanced data science techniques to tackle real-world challenges. Through a blend of workshops, case studies, and hands-on projects, students gain insights into the intersection of data science, business strategy, and innovation. The mission of Data Ventures is to equip students with the tools to leverage data science for understanding successful business strategies while promoting a supportive environment for entrepreneurial growth. By offering practical training and collaboration with industry professionals, students gain valuable experience with cutting-edge data science tools and technologies. This training enables them to develop innovative solutions for real business challenges and take advantage of emerging trends. Data Ventures offers two main tracks: the Data Science track and the Entrepreneurship track. The Data Science track emphasizes practical learning through the analysis of successful businesses like Amazon and Netflix. Students identify the key factors behind these companies’ successes and discover how data science fuels innovation. The organization hosts regular workshops on industry-standard tools like Python, R, and machine learning algorithms, helping students build strong technical skills. They also learn how companies use data for hyperpersonalization, targeted marketing, and developing new business models with big data and cloud computing. Additionally, this track covers future trends in data science, including AI, IoT, blockchain, and predictive analytics, ensuring students stay ahead of industry developments. The Entrepreneurship track is designed for students interested in launching their own ventures, aiming to foster a space where they can pursue creative ideas without the pressure of academic requirements or being confined to their majors. It offers mentorship, resources, and access to funding opportunities, promoting collaboration through an incubator program that helps students refine their innovative business ideas. By providing an environment that encourages innovation and the freedom to experiment, students can collaborate and develop new business concepts. Partnerships with venture capital firms, accelerators, and incubators offer real-world experience, mentorship from industry leaders, and opportunities to pitch their ideas in competitions. Collaboration is central to the organization’s growth strategy. Data Ventures partners with industry leaders and educational platforms like Socratica to offer students additional resources and networking opportunities. The organization emphasizes clear planning and development, backed by a well-defined mission, goals, and governance structure. Outreach efforts include professional branding and a user-friendly website that keeps students informed about upcoming events and workshops. Looking ahead, Data Ventures plans to launch advanced initiatives, such as a startup investment syndicate. This will allow members to apply their data science skills to evaluate and invest in promising startups, giving them hands-on experience in investment analysis and market trend evaluation. The organization also aims to collaborate with fintech startups and other companies at the forefront of technological advancements in data science.","Academic, Career Planning",[dataventuresucla@gmail.com](mailto:dataventuresucla@gmail.com),,,,,,
