Name,Full Description,Category,Email,Website,Facebook,Instagram,Twitter,YouTube,LinkedIn
"Engineering, Academic",Email:,,,Social Media:,,,,,
"The Materials Research Society (MRS) Student Chapter at UCLA is the academic, professional and social organization for students interested in materials science. MRS competes in the international Society for the Advancement of Material and Process Engineering (SAMPE) Bridge Contest, through which participants gain hands-on experience with project design and fabrication using advanced materials such as carbon fiber and Kevlar. MRS keeps members updated with professional development and networking opportunities across campus, and connects students to faculty and lab research opportunities. MRS fosters a connected, supportive community of members with workshops, social events and mentorship activities.",Category:,,,,,,,,
"Engineering, Academic",Email:,,,Social Media:,,,,,
We are a team of students at UCLA who aim to create high-impact technology that empowers nonprofits to better serve their communities.,Category:,,,,,,,,
"Engineering, Service",Email:,,,Social Media:,,,,,
"The Quantum Computing Student Association (QCSA) at UCLA is a combined undergraduate and graduate student group under the CQSE focused on everything under the umbrella of quantum information science, including quantum computers, sensors, and algorithms. We host regular talks by professors and industry professionals working on quantum computing with a variety of different hardwares, such as superconducting qubits, trapped ions, and quantum dots, as well as in the fields of quantum programming and quantum information. We also organize a journal club, social events, and various other career building events focused on quantum information science. We welcome students of all levels who are interested in quantum computing, and try to make our events as accessible as possible! We have weekly/bi-weekly events during each quarter. For more information and to join the QCSA follow the link below.",Category:,,,,,,,,
"Academic, Engineering",Email:,,,Social Media:,,,,,
"Rocket Project at UCLA is a student engineering team that teaches rocket engineering through hands-on exposure to the complete design-build-test cycle of engineering, giving students an opportunity to apply classroom subjects to a project with real-world challenges and thrilling results. Throughout our endeavors, we strive to promote inclusivity and diversity by structuring internal educational pathways to make even the most complex problems approachable and by carrying out community outreach programs dedicated to inspiring the next generation of rocket engineers from all walks of life. Linked is our interest form; if you're a current or incoming UCLA student who's dedicated and has a passion for engineering, fill out the form so that we can send you important information on joining the team. See you there! https://forms.gle/Nm3cH7vkwm5HJ4SK9",Category:,,,,,,,,
"Engineering, Technology",Email:,,,Social Media:,,,,,
"For more than seven decades, The Society of Women Engineers (SWE) has created a unique space for female-identifying engineers to aspire, advance, and achieve their full potential in the fields of engineering and technology. As a collegiate chapter of SWE, we are devoted to providing our undergraduate and graduate constituents with professional development, industry networking, technical workshops, alumni connections, peer mentorship, community service, DEI events, and social events. SWE@UCLA is one of the largest distinguished collegiate chapters, with a 200+ active network of students and alumni and recognition both locally and nationally. Awards: Samueli Engineering Student Group (2005, 2011, 2012, 2013, 2021, 2023), National SWE Mission Gold Award WE22 Conference (2022). You can learn more about us and our events on our Instagram @swe.ucla!",Category:,,,,,,,,
"Engineering, Career Planning",Email:,,,Social Media:,,,,,
"We aim to communicate information about everything related to SOLIDWORKS to UCLA students, including information about student licenses, the SOLIDWORKS Certification Program, internship opportunities, local SOLIDWORKS User Group Network events, and more. We host workshops to teach necessary skills as well as collaborate with various organizations on campus to provide SOLIDWORKS training programs. Check out our website at https://westwoodswug.github.io/ to learn more!",Category:,,,,,,,,
"Engineering, Technology",Email:,,,Social Media:,,,,,
"Becoming Global Students Association (BGSA) is a global student community that connects members from 50+ universities worldwide, including UCLA, UC Berkeley, Stanford, MIT, Brown, Oxford, and Cambridge. The Tech Innovators is a branch of BGSA at UCLA, aiming to empower students who are passionate about using technology to solve global issues. We provide a unique platform where forward-thinkers and problem-solvers come together to explore the intersection of technology, innovation, and global impact. Through workshops, distinguished speaker series, and collaborative projects, we hope to cultivate a community not only to exchange essential skills and knowledge but also to create a global network of future tech leaders. We envision a world where technology acts as a bridge between cultures, enhancing global collaboration and understanding.",Category:,,,,,,,,
"Technology, Engineering",Email:,,,,,,,,
"We are a chapter organization of the Good Food Institute’s (GFI) Alt Protein Project, which is dedicated to turning universities into engines for alternative protein education, research, and innovation. Alternative proteins encompass a broad range of sustainable food technologies, including cultured meat, plant based meats, and precision fermentation products. Our organization is promoting education and innovation in the alt proteins field through food tech career fairs, educational courses, science seminars, alt protein food tastings, and more.",Category:,,,,,,,,
"Environmental, Engineering",Email:,,,,,,,,
"The Data Science Union is a student-led organization founded in March 2019. Our goal is to cultivate a thriving community of tight-knit data science professionals by bringing together those who share an interest in data science. The four components of our club — our self-designed curriculum, real-world projects, professional development opportunities, and focus on community — prepare members for futures in data science.",Category:,,,,,,,,
"Engineering, Technology",Email:,,,Social Media:,,,,,
"Uncrewed Aerial Systems is all about designing aerial robots. Specifically, our team of UCLA students designs, manufactures, and tests custom drones for accomplishing a series of mission objectives, for various research and competition purposes. UAS@UCLA complements the undergraduate engineering education at UCLA by offering the chance to gain hands-on experience on a complex engineering project. This project requires members to not only think outside the box of their major, but also learn collaboration and management skills through experience. Ultimately, UAS@UCLA is a big commitment, but the skills that are taught on the team directly apply to the professional environments you will experience in later jobs and internships. Finally, UAS@UCLA is a family, and the connections you make on the team can not only serve to further your professional career, but also give you support during and beyond your time in the undergraduate programs offered at UCLA. One of the main goals is to grow our club's culture and attract not only the best engineers to join our program, but also develop a diversified team with extensive collaboration opportunities among other teams at UCLA and internal career resources for leading members into their dream internship/job position in the STEM fields.",Category:,,,,,,,,
"Engineering, Technology",Email:,,,Social Media:,,,,,
"URC@ucla is an all-women's robotics team dedicated to building a Mars rover for the University Rover Challenge. At its core, this organization fosters a supportive and inclusive environment where women can connect, grow, and build confidence in both the classroom and the workplace. URC@UCLA is beginner-friendly, offering workshops that equip members with essential technical skills. These sessions empower newcomers while also providing advanced members—regardless of their major—the opportunity to work on a technically sophisticated rover and collaborate freely, sharing ideas in a judgment-free space. Through this hands-on experience, all members gain valuable skills that enhance their job prospects and prepare them for future challenges. Most importantly, it fosters a fun environment for women of all backgrounds!",Category:,,,,,,,,
"Engineering, Educational",Email:,,,,,,,,
"VEST promotes venture creation, entrepreneurial initiatives, startup development, and technological innovation within the university community. Our club focuses on working with startup companies to create products that those companies can utilize. Our club partners up with startup companies for volunteer experience for our members. We promote student initiative in their careers by giving them job experience to prepare them for the workforce.",Category:,,,,,,,,
"Technology, Engineering",Email:,,,Social Media:,,,,,
We are a language learning club that offers a space for beginner to advance speakers to practice their Spanish-speaking skills.,Category:,,,,,,,,
"Cultural, Latino/Latina",Email:,,,,,,,,
"Latinos are the future of the United States! We’re a fast-growing and young community. Right now 1 out of every 5 kids born in this country is Latino. And more Latino/a students are enrolling in college than at any other time in history! For us, it’s about more than numbers. We believe that God has a special destiny for Latinos. He is going to use Latinos to change this nation and change the world. And so we exist to help raise up a generation of leaders from the Latino and Hispanic communities to change the world!",Category:,,,,,,,,
"Latino/Latina, Religious - Christian",Email:,,,Social Media:,,,,,
La Gente Newsmagazine is UCLA’s first and only Latine newsmagazine. We are an all-inclusive Latine platform for underrepresented voices in and around the UCLA campus. Our staff critically engages with issues impacting the different Latine subcommunities.,Category:,,,,,,,,
"Latino/Latina, Media",Email:,,,Social Media:,,,,,
"The Latino Medical Student Association (LMSA) at the David Geffen School of Medicine at UCLA and Charles R. Drew University of Medicine and Science is a network of students, alumni, and health professionals whose mission is to promote the development of Latino students through educational, volunteer, professional and networking opportunities to foster diversity, higher education, and the improvement of the Latino community.",Category:,,,,,,,,
"Medical, Latino/Latina",Email:,,,Social Media:,,,,,
"Latinos In Surgery (LIS) was founded to bridge the gap for DGSOM Latino medical students and surgical specialties. We hope to do this by organizing surgical shadowing experiences, workshops, and networking events. Also, we hope to support and celebrate the achievements of Latino surgical faculty at UCLA. At LIS, we will empower Latino students pursuing surgical specialties through leadership, education, mentorship, and achievement. Join us in shaping a more inclusive and vibrant future for surgery.",Category:,,,,,,,,
"Medical, Latino/Latina",Email:,,,,,,,,
"Latinx Admit Weekend is a Diversity Admit Weekend Program (DAWP) coordinated event consisting of a variety of guest speakers, cultural performances, workshops, social and academic events in order to welcome recently admitted self-identifying Latinx students. Our mission is to educate and provide resources for newly accepted self-identified Latinx students about their cultural identity, the barriers Latinx and other people of color face, and what it means to be a student of color in higher education, not just for the students, but for the entire community.",Category:,,,,,,,,
"Latino/Latina, Service - Outreach",Email:,,,Social Media:,,,,,
The Latinx Nursing Student-Alumni Association’s aims to advance the health and well-being of Latinx communities through collaborative partnerships within the School of Nursing and the greater Los Angeles area. Our mission is to empower and advocate for Latinx nursing students and nurses and foster educational and professional opportunities. All friends and colleagues who promote these goals are welcome.,Category:,,,,,,,,
"Latino/Latina, Medical",Email:,,,,,,,,
"The Latinx Pre-Law Association is an organization dedicated to the advancement of Latinx self-identified students with an interest in pursuing a legal career. Through active community building we aim to demystify the law school experience, and increase the number of Latinx individuals in the legal field. Furthermore, we aim to develop a network of resources available to our members, encompassing a series of info-sessions, mentorship opportunities, and skill-development to succeed in law school. Our organization is centered on tackling inequalities across the legal spectrum, and transforming the next generation of conscious advocates.",Category:,,,,,,,,
"Law, Latino/Latina",Email:,,,Social Media:,,,,,
"The Latin Dance Performance Team at UCLA. We are a community creating, teaching, and performing Latin dance (salsa, bachata, and more). Our mission is to foster a collaborative environment in which any person of any dance level can be built up to be performance level. We are artists proudly sharing the bonds and love we have through the rhythms of Latin America.",Category:,,,,,,,,
"Dance, Latino/Latina",Email:,,,,,,,,
"To address the issue of the low number of Latinx students enrolling in four-year universities, especially in the area of engineering, as well as to provide support for the Latinx community at UCLA. We seek to provide the resources necessary to help Latinx students achieve high academic success and receive internship/full-time job opportunities at an increased rate.",Category:,,,,,,,,
"Engineering, Latino/Latina",Email:,,,Social Media:,,,,,
"Bruin Creators is the premier content creator-focused organization at the University of California, Los Angeles. Bruin Creators’ core mission is to cultivate a community of creative students who collaborate through networking, workshops, and guest speakers. No matter what size a content creator’s platform is, we hope to provide the resources to grow their page. We aim to help all students develop their online presence on any platform, from YouTube to TikTok. We are dedicated to creating a positive learning environment for everyone, and for everyone to B-You.",Category:,,,,,,,,
"Media, Social",Email:,,,,,,,,
"BruinLife currently has two live publications: the BruinLife Annual, i.e., the yearbook, and BruinLife Online, or www.bruinlife.com. The BruinLife Annual and its predecessor “Southern Campus” have unique historical and official statuses at UCLA. The BruinLife Annual’s main objective is to give the UCLA student body an accurate reflection of the school year through photos and stories by Bruins and about Bruins. BruinLife Online has 1 main goal: To provide lifestyle and entertainment content to the UCLA community, distinct from Daily Bruin’s campus news. This includes guides to LA, tips for apartment hunting, reviews of local shows, trend alerts, etc. in blog-style articles.",Category:,,,,,,,,
"Media, Journals",Email:,,,Social Media:,,,,,
"MISSION: to foster a community of driven creators at UCLA and provide a platform which enables the pursuit of their most outlandish ambitions. Cobble is a place for artists at UCLA to express themselves without bounds. It's a place where Creative Bruins can find support, encouragement, collaboration, and resources as they pursue their most outlandish ambitions. Through Cobble, you can share work you're proud of, get feedback on a work-in-progress, or pitch something entirely new; there are no commitments nor any monolithic assignment you must commit to. Cobble seeks to be a place conducive only to creation and collaboration. As long as you are working on something or trying to get your hands dirty, Cobble is here for you.",Category:,,,,,,,,
"Arts, Media",Email:,,,Social Media:,,,,,
"Enigma West Marches is a club dedicated to role-playing games, or RPGs. We regularly host one-shot sessions to try out different TTRPG systems, and occasionally play LARPs. In addition, we are focused on a yearlong, collaborative, club-wide campaign, set in the classic TTRPG system Dungeons and Dragons. Each year, we explore a new world through campaigns that are open to as many DMs and players as are interested. We also provide opportunities for DMs and players to find each other to start up their own campaigns. Overall, we are committed to exploring the storytelling, drama, and sheer fun of RPGs in any form that interests you! We're open to all community members, and everything is public and free of charge!",Category:,,,,,,,,
"Social, Media",Email:,,,Social Media:,,,,,
"Founded in 2001, FAST (Fashion and Student Trend) is UCLA’s premier fashion club on campus. We are entirely student run and foster a community consisting of 13 committees ranging from design to journalism. Our main attraction, bringing in over 900 guests, is our annual Spring Runway Showcase which features all our student models and designers. Additionally, FAST hosts various workshops, editorial shoots, socials, and career-building events related to all aspects of the fashion industry throughout the school year.",Category:,,,,,,,,
"Arts, Media",Email:,,,Social Media:,,,,,
"UCLA Chapter of Her Campus, a community that uplifts, informs and connects college women on topics such as pop culture, wellness, style, politics and health. Her Campus at UCLA ranks within the top 5% of all chapters nationally.",Category:,,,,,,,,
"Health and Wellness, Media",Email:,,,Social Media:,,,,,
"joy-LIFE is a multifaceted music platform that reimagines nostalgia with innovative entertainment. We specialize in curating musical events, and diverse media, focused on emerging artists. At joy-LIFE, we’re more than just a platform – we’re a community built on passion, creativity, and collaboration. Our mission is to uncover hidden gems, amplify emerging voices, and share their artistry with the world. We believe every artist deserves a chance to shine, and together, we can create a space where talent thrives, stories are heard, and creativity knows no bounds. Let’s celebrate the magic of music, art, and culture – one artist at a time.",Category:,,,,,,,,
"Music, Media",Email:,,,,,,,,
La Gente Newsmagazine is UCLA’s first and only Latine newsmagazine. We are an all-inclusive Latine platform for underrepresented voices in and around the UCLA campus. Our staff critically engages with issues impacting the different Latine subcommunities.,Category:,,,,,,,,
"Latino/Latina, Media",Email:,,,Social Media:,,,,,
"A club focused on the popular trading card game Magic: the Gathering. This club focuses on all aspects of the game such as deck-building, strategy, camaraderie, and fostering a healthy competitive spirit!",Category:,,,,,,,,
"Recreation, Media",Email:,,,Media and Medicine,,,,,
Media and Medicine is making space for health journalism to thrive while educating our DGSOM community to be active and effective in the media. We will host panels with physician journalists and media experts and create workshops on topics ranging from journalism ethics to op-ed writing. Our goal is to enable future physicians to build trust between medicine and communities through multimedia storytelling. We hope to form long-lasting partnerships with local and national media organizations to help medical students find a platform for their voices.,Category:,,,,,,,,
"Media, Medical",Email:,,,,,,,,
"A club inspired by the New York Times column ""Modern Love"", focused on celebrating diverse love stories through a monthly/bi-monthly newsletter that showcases stories, essays, and refl�ections about modern love. The club serves as a platform to amplify diverse voices and experiences–and is open for anyone to submit their pieces to the club for publication. The club consists of illustrators who create illustrations to pair up with accepted submissions, similar to how the NYT Modern Love column is run. Guest Speakers: Invite guest speakers, such as authors, members from allied clubs on Campus, and individuals who have shared their own love stories in the Modern Love column, to provide insights and engage in Q&A sessions. Modern Love @UCLA also aims to organize workshops on storytelling and creative writing to encourage members to share their own love stories, whether they are heartwarming, humorous, or thought-provoking. Every once in a while, we screen episodes from the Modern Love show on Amazon that explore the themes of love and relationships, followed by group discussions and conversation. The Modern Love @ UCLA is a celebration of human connection and diversity. It provides a space for members to connect, learn, and share in the beauty and challenges of love in all its forms.",Category:,,,,,,,,
"Media, Spirit/Booster",Email:,,,,,,,,
"OutWrite Newsmagazine is the official queer newsmagazine of the University of California, Los Angeles. OutWrite strives to build a growing educational platform through a multi-media approach that uplifts and empowers the often silenced voices of the incredibly diverse queer community. We aim to challenge dominant cisheteronormative narratives through an unapologetically anti-queerphobic, anti-racist, and progressive lens. OutWrite was established in 1979 under its original title TenPercent, becoming the first queer college publication in the country. The name TenPercent was chosen from the Alfred Kinsey’s study Sexual Behavior in the Human Male which stated that 10% of men identified as homosexual. In 2005, the newsmagazine’s staff petitioned to change the name to OutWrite to decenter the white, cis, gay male identity and use a name which better represents the queer community’s vast spectrum of identities. Throughout the years, the newsmagazine referred to itself as a ""gay and lesbian"" newsmagazine, slowly adding more identities to its moniker just as the mainstream community did in the late 20th century. Our label has since been changed to ""queer"" newsmagazine to recognize both the importance of inclusivity in our community and the inherent radical nature of our mission; queer is a verb and political statement as much as it is an umbrella descriptor encompassing the ever-growing LGBTQ+ acronym. OutWrite is proud to transform and adapt itself to better represent and serve queer people, changing its own identity as our community grows and changes.",Category:,,,,,,,,
"Media, LGBTQI",Email:,,,Social Media:,,,,,
"REACH is UCLA's premier club for content creators & social media enthusiasts. We offer opportunities for members to collaborate, network, and grow through a wide range of exclusive events, including movie premieres, brand events, guest speaker panels, content creation days, and more!",Category:,,,,,,,,
"Media, Social",Email:,,,,,,,,
"We are the UCLA chapter of Spoon University, an online food publication group run by students for students, featuring recipes, restaurant reviews, and personal stories. We provide content that is both a resource and a source of food-focused entertainment: highlighting restaurants, campus news and events, and lifestyle content specifically tailored for foodies. We hope to be the everyday food resource for our generation, and our goal is to share our love for food with our community.",Category:,,,,,,,,
"Media, Health and Wellness",Email:,,,,,,,,
Journalism interest at UCLA,Category:,,,,,,,,
"Media, Journals",Email:,,,,,,,,
"The Black Film and Theater Initiative (BFTI) is a student-led organization that intends to uplift and showcase Black media art from artists across the African Diaspora. This art includes, but is not limited to, films, plays, television pilots, screenplays, and other forms of written content. Black art is a commodity that is celebrated globally. However Black artists are underrepresented and neglected by many in the western world. As the entertainment industry evolves over time, conversations of representation, inclusivity, and equity highlight the importance of Black artistry. We at the Black and Film Theater Initiative want to push for diverse storytelling for all inspired Black artists. We are looking to tell authentic stories of Black life from various perspectives and different artists. The organization is led by students from the School of Theater, Film & Television, however membership extends to students from various majors with a passion for storytelling. All student work culminates in the Rebellion Remembrance Festival in February, which is a three-day student showcase of films, television pilots, plays, and monologues. The first day will be a film festival; the second day will be a showing of plays and monologues; the third day will be an award show and Q&A with the creators. The showcase is a tribute to the L.A. Rebellion, where BIPOC filmmakers from UCLA produced work that told authentic Black stories. As an organization, the Black Film and Theater Initiative will provide students with resources, collaborators, and confidence in themselves to create meaningful art, regardless of expertise or experience.",Category:,,,,,,,,
"Media, African American",Email:,,,,,,,,
"Welcome to Castel's undergraduate talent discovery and cultivation program. Open to all UCLA students, this collegiate program allows students wanting to pursue a career in entertainment the resources and opportunities to succeed. The Collective contains 3 houses: Film, Fashion, and Music. Join a house, network with industry professionals, building meaningful and lasting connections and gain hands-on experience with quarterly projects.",Category:,,,,,,,,
"Arts, Media",Email:,,,Social Media:,,,,,
"Video Game Appreciation Club (VAC) is a student-run organization designed to bring together students who have a shared love for the gaming medium. The group hosts weekly meetings focused on casually playing, discussing, and recommending a wide range of interactive experiences, all the while fostering a welcoming and enthusiastic community of members with a variety of backgrounds. New players and seasoned enthusiasts alike are encouraged to join VAC as it explores what makes this new-age medium special.",Category:,,,,,,,,
"Social, Media",Email:,,,,,,,,
"At the Warhammer club, we seek to introduce people to the world of tabletop gaming and how to properly collect and field the various armies. We'll primarily play the tabletop game Warhammer 40K 10th edition, but if there is enough interested, we can branch out into Age of Sigmar or Kill Team. In the club, we'll introduce the various factions to people, build and collect models together, and each week, host a space for people to paint/build models, discuss lore, or play games together.",Category:,,,,,,,,
"Social, Media",Email:,,,,,,,,
"Armenian Bone Marrow Donor Registry (ABMDR) at UCLA is committed to saving lives by registering bone marrow donors and raising funds for stem cell transplantation. With its core missions, ABMDR at UCLA strives to raise awareness for and aid those in our community diagnosed with leukemia or any other blood-related diseases.",Category:,,,,,,,,
"Medical, Cultural",Email:,,,,,,,,
"Afro-Latinx Connection de UCLA is a student ran organization founded in 2018 that bridges the gap between the Afrikan Diaspora and Latinx communities, while educating folks on Afro-Latin cultures, histories, and existence.",Category:,,,,,,,,
"Cultural, Ethnic",Email:,,,,,,,,
"The Anime and Geijutsu Art and Music Organization (AGAMO) aims to promote the arts originating from Japanese pop culture, specifically the visual arts, music of anime, and also Japanese rhythm games. We want to create a community that engages in these skills and intend to promote our members' accomplishments by hosting art exhibits and musical performances and sharing content online.",Category:,,,,,,,,
"Arts, Cultural",Email:,,,,,,,,
"At al-Arabiyya, we believe in the infinite creativity of language, echoing Noam Chomsky’s insight: “Language is a process of free creation; its laws and principles are fixed, but the manner in which the principles of generation are used is free and infinitely varied.” Our mission is to cultivate this freedom and creativity through the Arabic language, offering a vibrant space where students can explore its depth and beauty. Our organization nurtures language growth, helping members build fluency through engaging activities like weekly conversation circles. We celebrate cultural diversity, showcasing the rich traditions, dialects, and arts of the Arab world. Through creative expression, we host poetry readings, storytelling, and calligraphy workshops, encouraging members to connect with Arabic’s artistic heritage. We also delve into historical roots, exploring how periods like the pre-Islam, Umayyad, and Abbasid era shaped the language and its literature. Activities include cultural events, literary evenings, interactive workshops, and guest lectures by scholars and artists. Together, we create a supportive community where the Arabic language and its cultural legacy can thrive. al-Arabiyya is simply a space where the Arabic language and culture bloom together.",Category:,,,,,,,,
"Cultural, Academic",Email:,,,,,,,,
An annual colloquium for graduate students and recent graduates to present their research on all aspects of Armenian Studies. Held annually in Winter quarter.,Category:,,,,,,,,
"Academic, Cultural",Email:,,,,,,,,
"BD BRUINS is a student organization established by Bangladeshi graduate students at UCLA to honor Bangladesh’s rich cultural heritage while promoting inclusivity and cross-cultural engagement. Our mission is to host lively cultural events that showcase Bangladeshi traditions, music, cuisine, and festivities, inviting the broader UCLA community to participate. Though founded by Bangladeshi graduate students, our events welcome everyone interested in experiencing and celebrating diversity. BD BRUINS strives to create an inclusive platform for cultural exchange, unity, and appreciation, enhancing UCLA’s multicultural environment and building meaningful connections among students from various backgrounds.",Category:,,,,,,,,
"Cultural, International Students",Email:,,,,,,,,
"The Brazilian Student Association (BRASA) is a comprehensive club that embodies academic and professional spheres as well as cultural and social domains. Our main goal is to provide an environment for the Brazilian community to interact, share experiences and bond. Still, we are also always engaging with other students interested in Brazil and its culture, constantly partnering with other cultural or business associations to expand the scope of our club. Our club, BRASA at UCLA, is actually one of the many local chapters of the BRASA international organization, a group of Brazilian students that today counts with more than 7,000 registered members over 90 universities in 50 different cities around the world. Through the North America branch, the international BRASA organizes two academic and professional conferences every year--one in São Paulo, and another one in a selected university in the US. At UCLA, we currently have more than 55 active members. Our activities mainly focus on get-togethers, social events, culinary parties, networking nights, and workshops.",Category:,,,,,,,,
"Cultural, Social",Email:,,,,,,,,
"Bruin Hindus is a religious/spiritual student organization whose purpose is to create a safe and inclusive space for Hindu students and friends at UCLA. We seek to build community, connect with the divine, and engage in seva or community service, one of the core principles of Hindu dharma.",Category:,,,,,,,,
"Religious, Cultural",Email:,,,,,,,,
Bruin Irish Dance brings Irish Dancing to UCLA for dancers of all levels in an inclusive and fun environment.,Category:,,,,,,,,
"Dance, Cultural",Email:,,,,,,,,
We are a language learning club that offers a space for beginner to advance speakers to practice their Spanish-speaking skills.,Category:,,,,,,,,
"Cultural, Latino/Latina",Email:,,,,,,,,
"The purpose shall be to reunite the Caribbean community at UCLA educate individuals about Caribbean culture, and celebrate the culture of the Caribbean across the diaspora.",Category:,,,,,,,,
"Cultural, Ethnic",Email:,,,Social Media:,,,,,
"CCDC is a non-profit, student-run organization that offers dance classes to all interested UCLA students. We aim to teach members to perceive and appreciate Chinese culture through an understanding of the history, culture and diversity of Chinese folk and contemporary dance. Our annual production, Lotus Steps, held at Schoenberg Hall, showcases the richness of this Chinese performing art to UCLA and the greater Los Angeles community.",Category:,,,,,,,,
"Dance, Cultural",Email:,,,Social Media:,,,,,
"Our goal is to promote the Egyptian culture, to help Egyptian students integrate better into the diverse UCLA community by creating an atmosphere of friendship and support in a non-political/non-religious setting, thereby forming a closely knit Egyptian community on campus.",Category:,,,,,,,,
"Cultural, Social",Email:,,,,,,,,
"ELAS at UCLA, formerly MEChA de UCLA, is Latine student-initiated, student-run organization aimed at advancing the state of Latine students and community as a whole. Through our various Components, Projects, & Events, ELAS provides community, retention and mentorship services, and advocacy opportunities for Latine students ready to utilize their experiences, their histories, and their ideas to advance the liberation of all marginalized communities, especially those from the regional so-called ""Latin America"".",Category:,,,,,,,,
"Political, Cultural",Email:,,,,,,,,
"Faces of Afrikan Muslims is a student organization dedicated to creating a safe and inclusive space for Black Muslims. It promotes discussions highlighting the contributions of Black people to Islam and its rich, expansive history, while also building a strong sense of community. We also want to make sure we extend the space to non-muslims and non-Black people alike to ensure that they are receiving positive engagement with our community. As Black Muslims, we are committed to providing an outlet to address the racism and marginalization that permeates all aspects of campus life. We are dedicated to fostering a safe space for the growth of our vibrant community, while empowering young Black Muslims to shape their identities and build stronger alliances with mutual allies. Expect socials, famsgiving, heartwork night, collabs and other events this quarter/year!!",Category:,,,,,,,,
"Religious - Muslim, Cultural",Email:,,,,,,,,
"FAiM at UCLA is an organization of Filipino-American medical students at the David Geffen School of Medicine at UCLA and healthcare providers at UCLA Health. Our Mission - To establish a strong network of physicians, residents, medical students, and undergraduates that will provide mentorship, support, and guidance throughout their professional careers. - To provide a space to share and translate common values and lived experiences into developing passions in the medical field and for underserved communities. - To educate medical students about healthcare disparities that affect the Filipino community and to share existing and potential interventions. - To provide basic health screenings and education to the Filipino community in the Greater Los Angeles area. - To provide mentorship to UCLA undergraduate students by increasing exposure to community engagement, volunteer, and social events.",Category:,,,,,,,,
"Cultural, Asian Pacific Islander",Email:,,,,,,,,
"Foundations Choreography was founded in 2014 to address a gap observed by our founders in UCLA’s dance community. The dance community was primarily dominated by competitive teams, and there wasn’t a space for beginner and intermediate dancers. Initially, the organization focused on hosting workshops and teaching fundamental hip-hop choreography to interested students. Then, the organization expanded to include beginner/intermediate training teams, allowing anyone interested in dance to grow, train, and challenge themselves in a safe space. This soon led to the introduction of Wintensive, an annual event where professional choreographers come to teach the UCLA community for free, fostering greater cultural and dance awareness. Now, the organization has quarterly training teams and celebrates their achievements during our quarterly showcases. We also host workshops every quarter to continue to inspire and educate more dancers with various cultural dances and techniques.",Category:,,,,,,,,
"Dance, Cultural",Email:,,,,,,,,
"The UCLA chapter of Freedom Loving Youth (FLY) supports and advocates for impoverished single mothers and mothers whose husbands have disabilities that were affected by the 1988 Spitak Earthquake in Armenia and the 2020 Artsakh War through philanthropic events, fundraising, and mission trips to Armenia.",Category:,,,,,,,,
"Service - Community Involvement, Cultural",Email:,,,Fulbright Network at UCLA,,,,,
"Being a Fulbrighter means being part of an international educational exchange program that aims to foster mutual understanding between countries, cultures, and people. The Fulbright Network at UCLA strives to be a community that offers friendship, support, and positive experiences for individuals far from their home countries. We welcome any individual on campus--whether you are far from home, or whether you seek to mingle with people with backgrounds different than your own--to join our communal activities and share your intellectual and cultural journey with us. First and foremost, we recognize the importance of human connections in academic success. The Fulbright Network therefore seeks to create opportunities where long-lasting friendships can blossom. We hope it will be a site for intellectual exchange, where individuals can get a deeper appreciation of diverse perspectives. We also strive to support Fulbrighters with the often overwhelming logistics involved with moving to a new country. As a community, we can navigate the bumpy yet transformative journey we embarked on together. The Fulbright Network hopes to be a resource and make a positive impact on Fulbrighters’ new and exciting chapter in the United States.",Category:,,,,,,,,
"Community Service, Cultural",Email:,,,,,,,,
Global Action In Nursing (GAIN) is a collective for the UCLA Nursing community to enhance knowledge and participation in global health.,Category:,,,,,,,,
"Medical, Cultural",Email:,,,Social Media:,,,,,
This organization encourages learning ASL and about the d/Deaf community. It provides a medium for students to practice and learn ASL and about the d/Deaf community.,Category:,,,,,,,,
"Educational, Cultural",Email:,,,,,,,,
"Our Purpose and Mission Statement: We are a 501(c) Not-for-Profit organization that focuses on the retention and matriculation of Latino males in higher education. We seek to advance Latino males into academic scholars, community leaders, and prepare them for the professional world post-college. We shall achieve this by instilling the values represented by our three pillars: Academic Excellence, Community Service and Social Interaction. Through our three pillars, we are able to push our members to achieve “El Nuevo Hombre” which focuses on breaking down the most damaging cultural stereotypes and the machista mindset, by promoting vulnerability and openness. Three Pillars: Academic Excellence: strives to achieve and maintain maximal effort and performance in an institution of higher education. We pride ourselves in assuring that all members receive the tools for them to succeed in and out of the classroom. These resources include a test-bank, book-bank, study locations, tutoring services and while also providing directions for our members to adequate school resources that will also aid them on their academic journey. Community Service: engages in acts to uplift the local community as part of an effort to matriculate Latinos into higher education. Our goal is to provide back to our communities and to help inspire the next generation of Latinos to attend schools of higher education. This can be done through our partnerships with other community organizations and through our own sponsored events. Social Interaction: promotes professionalism and Hermandad through internal and external events. We hope that through these events, members are able to gain an opportunity to become better assimilated in society post-graduation. Members will learn the importance of building relationships and leveraging relationships in networking to build powerful lasting friendships while advancing professional careers.",Category:,,,,,,,,
"Cultural, Leadership",Email:,,,,,,,,
"The Hidden Road Initiative (HRI) is a student operated, charitable non-profit organization, that provides educational and leadership opportunities to underprivileged students living in remote villages in Armenia. HRI aims to enhance the social capabilities of the village children and empower a new generation of students providing college scholarships, running youth-led educational summer camps with volunteers from across the world, and ultimately training the youth of the village to run service programs themselves. HRI also works to promote the economy and social equality of remote village schools by conducting various development projects, such as renovating schools, installing computer rooms and constructing kindergartens.",Category:,,,,,,,,
